group,screen,story_id,status,priority,user_story,evidence,gap
Configuration/Tax Planning - Finance,Categories,CAT-03,partial,Medium,"As an HR admin, I want to view categories with their name and maximum allowable limit, so that I can review the deduction ceilings at a glance",kensium-artifacts.ts key 'categories' (placeholder); category names only appear in self-service tax data,No categories list with name and max limit
Configuration/Tax Planning - Finance,Categories,CAT-04,partial,Medium,"As an HR admin, I want to filter categories by financial year, so that I see the deduction limits applicable to the selected year",kensium-artifacts.ts key 'categories' (placeholder),No financial-year filter
Configuration/Tax Planning - Finance,Categories,CAT-05,partial,Low,"As an HR admin, I want to refresh the categories list, so that I always see the latest saved data",kensium-artifacts.ts key 'categories' (placeholder),No refresh control
Configuration/Tax Planning - Finance,Categories,CAT-06,partial,Low,"As an HR admin, I want to page through the categories list, so that I can navigate large sets of categories",kensium-artifacts.ts key 'categories' (placeholder),No pagination
Configuration/Tax Planning - Finance,Deductions,DED-01,partial,High,"As an HR admin, I want to add a new deduction, so that employees can declare eligible tax-saving investments",kensium-artifacts.ts key 'deductions' (placeholder); employee-side declare only in self-service/tax-tab.tsx,"No admin UI to add deduction master (name, category, max limit, remarks)"
Configuration/Tax Planning - Finance,Deductions,DED-02,partial,High,"As an HR admin, I want to edit an existing deduction, so that I can update its category, limit or remarks",kensium-artifacts.ts key 'deductions' (placeholder),No admin edit-deduction UI
Configuration/Tax Planning - Finance,Deductions,DED-03,partial,Medium,"As an HR admin, I want to search deductions, so that I can quickly locate a specific deduction",kensium-artifacts.ts key 'deductions' (placeholder),No deductions list with search
Configuration/Tax Planning - Finance,Deductions,DED-04,partial,Low,"As an HR admin, I want to reset the search filters, so that I can return to the full deductions list",kensium-artifacts.ts key 'deductions' (placeholder),No search/reset filter controls
Configuration/Tax Planning - Finance,Deductions,DED-05,partial,Medium,"As an HR admin, I want to filter deductions by category, so that I can review deductions belonging to a specific tax section",kensium-artifacts.ts key 'deductions' (placeholder),No category filter on deductions list
Configuration/Tax Planning - Finance,Deductions,DED-06,partial,Medium,"As an HR admin, I want to filter deductions by financial year, so that I see the deductions applicable to the selected year",kensium-artifacts.ts key 'deductions' (placeholder),No financial-year filter
Configuration/Tax Planning - Finance,Deductions,DED-07,partial,Low,"As an HR admin, I want to page through the deductions list, so that I can navigate all configured deductions",kensium-artifacts.ts key 'deductions' (placeholder),No paginated deductions list
Configuration/Tax Planning - Finance,Food Allowance,FA-01,partial,High,"As an HR admin, I want to add a food allowance with applicable employees and an amount, so that eligible employees receive the correct tax-exempt food benefit",kensium-artifacts.ts Food Allowance artifact (placeholder),No add food allowance UI (employees + amount)
Configuration/Tax Planning - Finance,Food Allowance,FA-02,partial,High,"As an HR admin, I want to edit an existing food allowance, so that I can update the applicable employees or the amount",kensium-artifacts.ts Food Allowance artifact (placeholder),No edit food allowance UI
Configuration/Tax Planning - Finance,Food Allowance,FA-03,partial,Medium,"As an HR admin, I want to view food allowances with applicable employees and amount, so that I can confirm who receives the benefit and how much",kensium-artifacts.ts Food Allowance artifact (placeholder),No food allowance list view
Configuration/Tax Planning - Finance,Food Allowance,FA-04,partial,Medium,"As an HR admin, I want to filter food allowances by financial year, so that I see the allowances applicable to the selected year",kensium-artifacts.ts Food Allowance artifact (placeholder),No financial-year filter
Configuration/Tax Planning - Finance,Food Allowance,FA-05,partial,Low,"As an HR admin, I want to refresh the food allowance list, so that I always see the latest saved records",kensium-artifacts.ts Food Allowance artifact (placeholder),No refresh control
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-01,partial,High,"As an HR admin, I want to add an income tax slab with a range and rate, so that payroll can calculate tax correctly per income bracket",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No UI to add slab with range from/to and rate
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-02,partial,High,"As an HR admin, I want to edit an existing tax slab, so that I can update its range boundaries or tax rate",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No edit-slab UI
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-03,partial,High,"As an HR admin, I want the system to ensure tax slab ranges are configured without gaps, so that every income amount is covered by a rate",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No gap-free range validation
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-04,partial,Medium,"As an HR admin, I want to view tax slabs with their range from, range to and rate, so that I can review the full tax structure",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No slab list view
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-05,partial,Medium,"As an HR admin, I want to filter tax slabs by financial year, so that I see the slabs applicable to the selected year",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No financial-year filter
Configuration/Tax Planning - Finance,Income Tax Slabs,ITS-06,partial,Low,"As an HR admin, I want to refresh the tax slabs list, so that I always see the latest saved configuration",kensium-artifacts.ts key 'income-tax-slabs' (placeholder),No refresh control
Configuration/Tax Planning - Finance,Setup,SET-01,partial,High,"As a System admin, I want to enable or disable Tax Planning, so that the tax planning module is available only when the organization needs it",kensium-artifacts.ts Setup artifact 'Enable or disable Tax Planning' (placeholder),No enable/disable Tax Planning toggle UI
Configuration/Tax Planning - Finance,Setup,SET-02,partial,Medium,"As a System admin, I want to save my setup choice and proceed to the next configuration step, so that I can continue configuring tax planning in sequence",kensium-artifacts.ts Setup artifact (placeholder),No Save & Next wizard flow
Configuration/Tax Planning - Finance,Setup,SET-03,partial,Low,"As a System admin, I want to cancel the setup without saving, so that I can exit without changing the current configuration",kensium-artifacts.ts Setup artifact (placeholder),No Cancel/exit-without-save flow
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-01,partial,High,"As an HR admin, I want to set the deadline for employees to declare investment details as days after the start of the financial year, so that declarations are collected within a co",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No declaration-deadline (days after FY start) setting UI
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-02,partial,Medium,"As an HR admin, I want to configure a reminder for employees to declare investment details before the due date, so that employees are prompted in time",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No declaration reminder config
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-03,partial,High,"As an HR admin, I want to set how many days from date of joining a new joinee can declare investment details, so that new hires have a fair declaration window",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No new-joinee declaration window config
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-04,partial,High,"As an HR admin, I want to set when employees can submit investment proofs as days before end of financial year, so that proof submission opens at the right time",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No proof-submission start config
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-05,partial,Medium,"As an HR admin, I want to set the due day and reminder for submitting investment details before end of financial year, so that proof submission is completed on time",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No submission due date + reminder config
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-06,partial,High,"As an HR admin, I want to assign applicable locations and employee classes using the transfer controls, so that tax planning applies only to the relevant employees",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No location/employee-class transfer controls
Configuration/Tax Planning - Finance,Tax Planning Configuration,TPC-07,partial,Medium,"As an HR admin, I want to save the configuration and proceed to the next step, so that I can complete the tax planning setup in sequence",kensium-artifacts.ts key 'tax-planning-configuration' (placeholder),No Save & Next flow
Configuration/Templates,Email Templates,AET-01,done,High,"As an HR admin, I want to view the list of asset email templates with their type, description and task, so that I can see which asset emails are configured","notifications/components/templates-tab.tsx: DataTable lists Asset templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,AET-02,done,High,"As an HR admin, I want to open and view a specific asset email template, so that I can review its content before it is sent",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,AET-03,done,Medium,"As an HR admin, I want to refresh the asset email templates list, so that I see the most current templates",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,AET-04,done,Medium,"As an HR admin, I want to switch between the Email Templates and Notification Templates views, so that I can manage both channels for assets",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,AET-05,partial,Low,"As an HR admin, I want to cancel out of the asset email templates screen, so that I can return to the previous configuration page",notifications/components/templates-tab.tsx: navigate away via module tabs,No explicit Cancel/back button on templates screen
Configuration/Templates,Email Templates,FET-01,done,High,"As an HR admin, I want to view the feedback and grievance email template list, so that I can confirm the template is configured","notifications/components/templates-tab.tsx: DataTable lists Feedback & Grievance templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,FET-02,done,High,"As an HR admin, I want to open and view the Feedback / Grievance email template, so that I can review the message employees receive",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,FET-03,done,Medium,"As an HR admin, I want to refresh the feedback email templates list, so that I always see current data",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,FET-04,done,Medium,"As an HR admin, I want to switch to the Notification Templates view for feedback, so that I can manage the notification channel as well",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,FIN-01,done,High,"As a Finance admin, I want to view the finance email templates list, so that I can see the configured finance emails","notifications/components/templates-tab.tsx: DataTable lists Finance templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,FIN-02,done,High,"As a Finance admin, I want to open and view the Finance Email template, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,FIN-03,done,Medium,"As a Finance admin, I want to refresh the finance email templates list, so that I always see up to date data",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,FIN-04,partial,Low,"As a Finance admin, I want to cancel out of the finance email templates screen, so that I can return to the previous page",notifications/components/templates-tab.tsx: navigate away via module tabs,No explicit Cancel/back button on templates screen
Configuration/Templates,Email Templates,PET-01,done,High,"As an HR admin, I want to view the performance management email templates list, so that I can manage all performance review related emails","notifications/components/templates-tab.tsx: DataTable lists Performance templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,PET-02,done,High,"As an HR admin, I want to open and view a specific performance email template such as Goal KRA Assignment Emails, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,PET-03,partial,Medium,"As an HR admin, I want to page through the performance email templates list, so that I can access all 17 templates across pages","notifications/components/templates-tab.tsx: DataTable renders full list, Performance domain filter",No pagination/Next control; components/common/data-table has no pager
Configuration/Templates,Email Templates,PET-04,done,Medium,"As an HR admin, I want to refresh the performance email templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,PET-05,done,Medium,"As an HR admin, I want to switch to the Notification Templates view for performance management, so that I can manage notifications alongside emails",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,PET-06,partial,Low,"As an HR admin, I want to cancel out of the performance email templates screen, so that I can return to the previous page",notifications/components/templates-tab.tsx: navigate away via module tabs,No explicit Cancel/back button on templates screen
Configuration/Templates,Email Templates,RET-01,done,High,"As a Project admin, I want to view the resource management email templates list, so that I can manage project and resource related emails","notifications/components/templates-tab.tsx: DataTable lists Resource Management templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,RET-02,done,High,"As a Project admin, I want to open and view a specific resource email template such as Project is closed, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,RET-03,done,Medium,"As a Project admin, I want to refresh the resource management email templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,RET-04,done,Medium,"As a Project admin, I want to switch to the Notification Templates view for resource management, so that I can manage notifications alongside emails",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,RET-05,partial,Low,"As a Project admin, I want to cancel out of the resource email templates screen, so that I can return to the previous page",notifications/components/templates-tab.tsx: navigate away via module tabs,No explicit Cancel/back button on templates screen
Configuration/Templates,Email Templates,SET-01,done,High,"As an HR admin, I want to view the survey email template list, so that I can confirm the survey email is configured","notifications/components/templates-tab.tsx: DataTable lists Survey templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,SET-02,done,High,"As an HR admin, I want to open and view the Survey Email template, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,SET-03,done,Medium,"As an HR admin, I want to refresh the survey email templates list, so that I always see current data",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,SET-04,done,Medium,"As an HR admin, I want to switch to the Notification Templates view for surveys, so that I can manage the notification channel as well",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,TET-01,done,High,"As an HR admin, I want to view the timesheet management email templates list, so that I can manage timesheet related emails","notifications/components/templates-tab.tsx: DataTable lists Timesheet templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,TET-02,done,High,"As an HR admin, I want to open and view a specific timesheet email template such as Short Time Email, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,TET-03,done,Medium,"As an HR admin, I want to refresh the timesheet email templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,TET-04,done,Medium,"As an HR admin, I want to switch to the Notification Templates view for timesheets, so that I can manage notifications alongside emails",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,TRE-01,done,High,"As an HR admin, I want to view the training email templates list, so that I can manage learning, reimbursement and sponsorship emails","notifications/components/templates-tab.tsx: DataTable lists Training templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,TRE-02,done,High,"As an HR admin, I want to open and view a specific training email template such as Training Management Enrollment Email, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,TRE-03,done,Medium,"As an HR admin, I want to refresh the training email templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,TRE-04,done,Medium,"As an HR admin, I want to switch to the Notification Templates view for training, so that I can manage notifications alongside emails",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Email Templates,TVE-01,done,High,"As a Travel admin, I want to view the travel management email templates list, so that I can manage travel and expense related emails","notifications/components/templates-tab.tsx: DataTable lists Travel templates (type/description cols), domain filter",
Configuration/Templates,Email Templates,TVE-02,done,High,"As a Travel admin, I want to open and view a specific travel email template such as Travel Management Actual Expense Email, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Email Templates,TVE-03,done,Medium,"As a Travel admin, I want to refresh the travel email templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Email Templates,TVE-04,done,Medium,"As a Travel admin, I want to switch to the Notification Templates view for travel, so that I can manage notifications alongside emails",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,ANT-01,done,High,"As an HR admin, I want to view the asset notification templates list, so that I can see which asset in-app notifications are configured","notifications/components/templates-tab.tsx: DataTable lists Asset templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,ANT-02,done,High,"As an HR admin, I want to open and view a specific asset notification template such as Asset Assignment Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,ANT-03,done,Medium,"As an HR admin, I want to refresh the asset notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,ANT-04,done,Medium,"As an HR admin, I want to switch to the Email Templates view for assets, so that I can manage both channels",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,FNT-01,done,High,"As an HR admin, I want to view the feedback and grievance notification template list, so that I can confirm the notification is configured","notifications/components/templates-tab.tsx: DataTable lists Feedback & Grievance templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,FNT-02,done,High,"As an HR admin, I want to open and view the Feedback / Grievance notification template, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,FNT-03,done,Medium,"As an HR admin, I want to refresh the feedback notification templates list, so that I always see current data",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,FNT-04,done,Medium,"As an HR admin, I want to switch to the Email Templates view for feedback, so that I can manage the email channel as well",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,NT-01,done,High,"As an HR admin, I want to view the recruitment and onboarding notification templates list, so that I can manage candidate and joining notifications","notifications/components/templates-tab.tsx: DataTable lists Recruitment & Onboarding templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,NT-02,done,High,"As a Recruiter, I want to open and view a specific notification template such as Offer Approval Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,NT-03,partial,Medium,"As an HR admin, I want to page through the notification templates list, so that I can access all 14 templates across pages","notifications/components/templates-tab.tsx: DataTable renders full list, Recruitment & Onboarding domain filter",No pagination/Next control; components/common/data-table has no pager
Configuration/Templates,Notification Templates,NT-04,done,Medium,"As an HR admin, I want to refresh the notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,NT-05,done,Medium,"As an HR admin, I want to switch to the Email Templates view, so that I can manage the email channel alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,PNT-01,done,High,"As an HR admin, I want to view the performance management notification templates list, so that I can manage all performance review notifications","notifications/components/templates-tab.tsx: DataTable lists Performance templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,PNT-02,done,High,"As an HR admin, I want to open and view a specific performance notification template such as Goal KRA Ratings Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,PNT-03,partial,Medium,"As an HR admin, I want to page through the performance notification templates list, so that I can access all 14 templates across pages","notifications/components/templates-tab.tsx: DataTable renders full list, Performance domain filter",No pagination/Next control; components/common/data-table has no pager
Configuration/Templates,Notification Templates,PNT-04,done,Medium,"As an HR admin, I want to refresh the performance notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,PNT-05,done,Medium,"As an HR admin, I want to switch to the Email Templates view for performance management, so that I can manage emails alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,RNT-01,done,High,"As a Project admin, I want to view the resource management notification templates list, so that I can manage project and resource notifications","notifications/components/templates-tab.tsx: DataTable lists Resource Management templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,RNT-02,done,High,"As a Project admin, I want to open and view a specific resource notification template such as Project is closed, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,RNT-03,done,Medium,"As a Project admin, I want to refresh the resource notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,RNT-04,done,Medium,"As a Project admin, I want to switch to the Email Templates view for resource management, so that I can manage emails alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,SNT-01,done,High,"As an HR admin, I want to view the survey notification template list, so that I can confirm the survey notification is configured","notifications/components/templates-tab.tsx: DataTable lists Survey templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,SNT-02,done,High,"As an HR admin, I want to open and view the Survey Notification template, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,SNT-03,done,Medium,"As an HR admin, I want to refresh the survey notification templates list, so that I always see current data",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,SNT-04,done,Medium,"As an HR admin, I want to switch to the Email Templates view for surveys, so that I can manage the email channel as well",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,TNT-01,done,High,"As an HR admin, I want to view the timesheet management notification templates list, so that I can manage timesheet notifications","notifications/components/templates-tab.tsx: DataTable lists Timesheet templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,TNT-02,done,High,"As an HR admin, I want to open and view a specific timesheet notification template such as TimeSheet Management Job Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,TNT-03,done,Medium,"As an HR admin, I want to refresh the timesheet notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,TNT-04,done,Medium,"As an HR admin, I want to switch to the Email Templates view for timesheets, so that I can manage emails alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,TRN-01,done,High,"As an HR admin, I want to view the training notification templates list, so that I can manage learning, reimbursement and sponsorship notifications","notifications/components/templates-tab.tsx: DataTable lists Training templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,TRN-02,done,High,"As an HR admin, I want to open and view a specific training notification template such as Training Management Enrollment Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,TRN-03,done,Medium,"As an HR admin, I want to refresh the training notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,TRN-04,done,Medium,"As an HR admin, I want to switch to the Email Templates view for training, so that I can manage emails alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Templates,Notification Templates,TVN-01,done,High,"As a Travel admin, I want to view the travel management notification templates list, so that I can manage travel and expense notifications","notifications/components/templates-tab.tsx: DataTable lists Travel templates (type/description cols), domain filter",
Configuration/Templates,Notification Templates,TVN-02,done,High,"As a Travel admin, I want to open and view a specific travel notification template such as Travel Management Actual Expense Notification, so that I can review its content",notifications/components/templates-tab.tsx: View button opens template content dialog with rendered subject/body,
Configuration/Templates,Notification Templates,TVN-03,done,Medium,"As a Travel admin, I want to refresh the travel notification templates list, so that I see the latest configuration",notifications/components/templates-tab.tsx: Refresh icon button reloads list with toast,
Configuration/Templates,Notification Templates,TVN-04,done,Medium,"As a Travel admin, I want to switch to the Email Templates view for travel, so that I can manage emails alongside notifications",notifications/components/templates-tab.tsx: Email/Notification Templates channel tabs (NTF-27),
Configuration/Time Management,Setup,TM-01,partial,High,"As an HR admin, I want to enable or disable the timesheet module, so that I control whether timesheet functionality is available in the organization",kensium-artifacts.ts kx-153 'Setup' (enable timesheet module) — placeholder setting only,No timesheet module enable/disable toggle UI in attendance or workflows
Configuration/Time Management,Setup,TM-02,partial,High,"As an HR admin, I want to save my timesheet module configuration, so that my selection is persisted",kensium-artifacts.ts kx-153 artifact only,No Save action/persistence UI for timesheet module setup
Configuration/Time Management,Setup,TM-03,partial,Medium,"As an HR admin, I want to save and proceed to the next configuration step, so that I can continue the setup flow efficiently",kensium-artifacts.ts kx-153 artifact only,No Save & Next stepper flow for Time Management setup
Configuration/Time Management,Setup,TM-04,partial,Low,"As an HR admin, I want to cancel the setup without saving, so that I can discard unwanted changes",kensium-artifacts.ts kx-153 artifact only,No Cancel/discard flow for setup screen
Configuration/Time Management,Short Time Settings,STS-01,partial,High,"As an HR admin, I want to add a short time entry, so that I can define how short time is recorded for an employee class",kensium-artifacts.ts kx-154 'Short Time Settings' — placeholder setting only,No Add short time form/UI
Configuration/Time Management,Short Time Settings,STS-02,partial,High,"As an HR admin, I want to view configured short time settings with their employee class, location, client, project, task, type of work, non productive reason and activity, so that ",kensium-artifacts.ts kx-154 artifact only,No list showing employee class/location/client/project/task/type of work columns
Configuration/Time Management,Short Time Settings,STS-03,partial,High,"As an HR admin, I want to edit an existing short time setting, so that I can keep the configuration accurate",kensium-artifacts.ts kx-154 artifact only,No edit-row capability for short time settings
Configuration/Time Management,Short Time Settings,STS-04,partial,Low,"As an HR admin, I want to refresh the short time settings list, so that I see the latest data",kensium-artifacts.ts kx-154 artifact only,No refresh control for short time list
Configuration/Time Management,Short Time Settings,STS-05,partial,Medium,"As an HR admin, I want to navigate to related Type Of Work Settings and Email Templates tabs, so that I can manage related configuration from one place",kensium-artifacts.ts kx-154 artifact only,No tab navigation to Type Of Work Settings / Email Templates
Configuration/Time Management,Short Time Settings,STS-06,partial,Low,"As an HR admin, I want to proceed to the next step or cancel, so that I can control the configuration workflow",kensium-artifacts.ts kx-154 artifact only,No Next/Cancel workflow controls
Configuration/Time Management,Timesheet settings,TSS-01,partial,High,"As an HR admin, I want to set the day from which an employee timesheet should be visible and the number of previous weekends shown by default, so that timesheets display the correc",kensium-artifacts.ts kx-155 'Timesheet Settings' — placeholder setting only,No start day / previous weekends period settings UI
Configuration/Time Management,Timesheet settings,TSS-02,partial,High,"As an HR admin, I want to require timesheet approval and set the number of days allowed for submission after the week period, so that submissions follow policy",kensium-artifacts.ts kx-155 artifact only,No approval-required toggle or submission-days setting UI
Configuration/Time Management,Timesheet settings,TSS-03,partial,Medium,"As an HR admin, I want to define the minimum number of timesheet hours per day, so that employees log sufficient time",kensium-artifacts.ts kx-155 artifact only,No minimum hours-per-day setting UI
Configuration/Time Management,Timesheet settings,TSS-04,partial,Medium,"As an HR admin, I want to configure submission reminders including days before week end and CC to the reporting manager, so that employees are prompted to submit on time",kensium-artifacts.ts kx-155 artifact only,No submission reminder / CC manager configuration UI
Configuration/Time Management,Timesheet settings,TSS-05,partial,Medium,"As an HR admin, I want to configure approval reminders and escalation emails to the coordinator, so that pending approvals are followed up",kensium-artifacts.ts kx-155 artifact only,No approval reminder / escalation email configuration UI
Configuration/Time Management,Timesheet settings,TSS-06,partial,Low,"As an HR admin, I want to enable leave penalty rules with pending hours and penalty hours for approving managers, so that non-compliance is penalized",kensium-artifacts.ts kx-155 artifact only,No leave penalty rules (pending/penalty hours) UI
Configuration/Time Management,Timesheet settings,TSS-07,partial,Medium,"As an HR admin, I want to select the utilization type, so that timesheet reporting uses the correct utilization basis",kensium-artifacts.ts kx-155 artifact only,No utilization type selector UI
Configuration/Time Management,Timesheet settings,TSS-08,partial,High,"As an HR admin, I want to save my timesheet settings and navigate to related Setup and Timesheet Approvers tabs, so that all timesheet configuration is applied",kensium-artifacts.ts kx-155 artifact only,No Save action or Setup/Timesheet Approvers tab navigation UI
Configuration/Time Management,Type Of Work Settings,TOW-01,partial,High,"As an HR admin, I want to add a type of work, so that employees can classify their timesheet entries against defined work types",kensium-artifacts.ts kx-156 'Type Of Work Settings' — placeholder setting only,No Add type of work form/UI
Configuration/Time Management,Type Of Work Settings,TOW-02,partial,High,"As an HR admin, I want to view types of work with their non productive, non productive reason, non billable and invoice status/type attributes, so that I can review how each is cla",kensium-artifacts.ts kx-156 artifact only,No list with non-productive/non-billable/invoice attributes
Configuration/Time Management,Type Of Work Settings,TOW-03,partial,High,"As an HR admin, I want to edit an existing type of work, so that I can keep classifications accurate",kensium-artifacts.ts kx-156 artifact only,No edit-row capability for types of work
